,Own children of the householder 6 to 17 years,Median household income (dollars),Mean household income (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,Total households,Total population,relation_max_fee,relation_min_fee,TRACTCE10,INTPTLAT,INTPTLONG,label
476,168.0,64191.0,71395.0,1414.0,1076.0,2208.0,879.0,2208.0,1049.0,826.0,480100.0,41.74,-87.58,0.0
477,113.0,37381.0,48585.0,1595.0,1049.0,1143.0,516.0,1143.0,960.0,748.0,480200.0,41.74,-87.59,0.0
478,119.0,31953.0,61697.0,1488.0,927.0,1153.0,539.0,1159.0,1076.0,748.0,480300.0,41.73,-87.59,0.0
479,546.0,51520.0,69453.0,1496.0,866.0,5662.0,2220.0,5662.0,1076.0,787.0,480400.0,41.73,-87.58,0.0
480,355.0,39329.0,52629.0,1517.0,787.0,3016.0,1117.0,3016.0,1112.0,355.0,480500.0,41.73,-87.56,0.0
481,511.0,52500.0,60876.0,1484.0,1117.0,2430.0,868.0,2430.0,1587.0,922.0,490300.0,41.73,-87.62,0.0
482,36.0,49881.0,58207.0,1536.0,1014.0,839.0,360.0,839.0,1391.0,835.0,490400.0,41.72,-87.61,0.0
483,342.0,52464.0,66272.0,1615.0,1137.0,1898.0,729.0,2084.0,1587.0,916.0,490500.0,41.72,-87.61,0.0
484,199.0,37127.0,49831.0,1352.0,1587.0,1553.0,550.0,1558.0,1273.0,916.0,490600.0,41.72,-87.63,1.0
485,591.0,37245.0,53916.0,1206.0,1273.0,2834.0,877.0,2834.0,1587.0,916.0,490700.0,41.71,-87.63,0.0
486,643.0,34723.0,56673.0,1338.0,916.0,4110.0,1433.0,4110.0,1587.0,829.0,490800.0,41.71,-87.62,0.0
487,494.0,39750.0,57047.0,1292.0,829.0,3744.0,1420.0,3768.0,1110.0,657.0,490901.0,41.7,-87.62,0.0
488,776.0,42481.0,52120.0,1499.0,933.0,4999.0,1949.0,4999.0,1273.0,829.0,490902.0,41.7,-87.62,0.0
489,1107.0,28472.0,38317.0,1411.0,1086.0,4579.0,1171.0,4584.0,1273.0,829.0,491000.0,41.7,-87.63,0.0
490,572.0,43382.0,73776.0,1164.0,1233.0,4230.0,1440.0,4488.0,1273.0,939.0,491100.0,41.7,-87.64,0.0
491,309.0,42400.0,59611.0,1530.0,1181.0,2097.0,694.0,2097.0,1233.0,830.0,491200.0,41.69,-87.64,0.0
492,418.0,25912.0,41324.0,1119.0,1110.0,2393.0,634.0,2465.0,1181.0,657.0,491300.0,41.69,-87.63,0.0
493,469.0,28774.0,36701.0,2038.0,929.0,3191.0,1130.0,3221.0,1110.0,657.0,491400.0,41.69,-87.62,0.0
494,280.0,41570.0,45452.0,1287.0,929.0,3083.0,1564.0,3083.0,1137.0,748.0,500100.0,41.71,-87.6,0.0
495,285.0,34038.0,45989.0,1589.0,900.0,2113.0,790.0,2113.0,933.0,829.0,500200.0,41.7,-87.6,1.0
496,106.0,41587.0,56795.0,1105.0,842.0,1417.0,729.0,1417.0,933.0,445.0,500300.0,41.69,-87.61,1.0
497,527.0,42632.0,50064.0,1274.0,763.0,2963.0,998.0,3027.0,1112.0,355.0,510100.0,41.71,-87.55,1.0
498,333.0,43289.0,49583.0,1087.0,1112.0,2796.0,1038.0,2801.0,1060.0,355.0,510200.0,41.71,-87.56,0.0
499,745.0,30625.0,42576.0,1119.0,1060.0,5241.0,1872.0,5260.0,1112.0,787.0,510300.0,41.72,-87.57,0.0
500,420.0,35365.0,47844.0,1153.0,696.0,2014.0,533.0,2019.0,927.0,355.0,520100.0,41.72,-87.53,1.0
501,939.0,36228.0,43612.0,1145.0,770.0,3567.0,991.0,3572.0,1112.0,355.0,520200.0,41.71,-87.54,1.0
502,1438.0,41465.0,54767.0,1293.0,824.0,6058.0,1703.0,6058.0,1005.0,696.0,520300.0,41.7,-87.54,1.0
503,710.0,42227.0,60110.0,1447.0,927.0,4186.0,1255.0,4186.0,1005.0,696.0,520400.0,41.7,-87.53,0.0
504,882.0,62203.0,75838.0,1485.0,1005.0,5112.0,1560.0,5112.0,976.0,696.0,520500.0,41.69,-87.53,0.0
505,597.0,42764.0,51211.0,1250.0,976.0,2824.0,801.0,2824.0,1005.0,763.0,520600.0,41.69,-87.54,0.0
506,377.0,34667.0,39098.0,1406.0,657.0,2247.0,760.0,2252.0,1110.0,829.0,530100.0,41.68,-87.62,1.0
507,711.0,29539.0,44531.0,1240.0,1048.0,4296.0,1308.0,4296.0,1471.0,657.0,530200.0,41.68,-87.63,0.0
508,741.0,39816.0,56221.0,1347.0,945.0,4607.0,1529.0,4607.0,1181.0,739.0,530300.0,41.68,-87.65,0.0
509,196.0,48036.0,64081.0,1202.0,989.0,1973.0,721.0,1973.0,1181.0,800.0,530400.0,41.67,-87.65,0.0
510,848.0,42422.0,55295.0,1398.0,830.0,4641.0,1570.0,4704.0,1471.0,1048.0,530501.0,41.67,-87.63,0.0
511,120.0,41696.0,48821.0,1222.0,1471.0,1419.0,510.0,1419.0,1165.0,445.0,530502.0,41.67,-87.63,0.0
512,1160.0,35074.0,51455.0,1226.0,1165.0,5846.0,1790.0,5846.0,1471.0,800.0,530503.0,41.66,-87.64,0.0
513,372.0,32674.0,41997.0,1317.0,1057.0,2636.0,945.0,2636.0,1471.0,445.0,530600.0,41.67,-87.62,0.0
514,1023.0,12660.0,24453.0,1172.0,379.0,3833.0,1278.0,3881.0,1471.0,445.0,540101.0,41.65,-87.6,0.0
515,701.0,14439.0,29762.0,893.0,445.0,3513.0,1150.0,3513.0,1471.0,379.0,540102.0,41.67,-87.61,0.0
516,786.0,56445.0,67263.0,1294.0,826.0,6506.0,2449.0,6523.0,1052.0,376.0,550100.0,41.66,-87.54,0.0
517,386.0,52841.0,71594.0,1378.0,1052.0,2861.0,1050.0,2861.0,1005.0,376.0,550200.0,41.66,-87.56,0.0
518,207.0,60781.0,63664.0,1449.0,896.0,1356.0,331.0,1605.0,1355.0,694.0,560100.0,41.82,-87.74,0.0
519,129.0,48333.0,52593.0,1306.0,990.0,1724.0,600.0,1724.0,1355.0,694.0,560200.0,41.81,-87.75,0.0
520,533.0,52313.0,67328.0,1446.0,1355.0,3283.0,959.0,3283.0,1225.0,764.0,560300.0,41.8,-87.75,0.0
521,314.0,52969.0,59025.0,1468.0,1225.0,1727.0,456.0,1727.0,1355.0,764.0,560400.0,41.8,-87.74,0.0
522,826.0,54440.0,67354.0,1774.0,903.0,3721.0,1153.0,3726.0,1355.0,764.0,560700.0,41.8,-87.76,0.0
523,955.0,66643.0,81569.0,1675.0,1024.0,6219.0,2140.0,6219.0,1167.0,903.0,560800.0,41.8,-87.77,0.0
524,578.0,84652.0,102505.0,1747.0,1167.0,5258.0,1902.0,5263.0,1024.0,884.0,560900.0,41.8,-87.79,0.0
525,804.0,84863.0,98576.0,1747.0,927.0,5541.0,2135.0,5541.0,1167.0,884.0,561000.0,41.79,-87.79,0.0
526,751.0,81763.0,87996.0,1762.0,917.0,5531.0,1877.0,5531.0,1024.0,884.0,561100.0,41.79,-87.77,0.0
527,261.0,54792.0,65510.0,1561.0,877.0,1294.0,385.0,1294.0,924.0,694.0,570100.0,41.82,-87.72,0.0
528,241.0,49107.0,68375.0,1663.0,694.0,1978.0,591.0,1978.0,1225.0,877.0,570200.0,41.81,-87.73,1.0
529,1343.0,47500.0,57403.0,1570.0,924.0,5768.0,1668.0,5773.0,1225.0,694.0,570300.0,41.8,-87.73,0.0
530,244.0,42986.0,54771.0,1575.0,901.0,1727.0,525.0,1732.0,960.0,793.0,570400.0,41.8,-87.72,0.0
531,499.0,41875.0,52545.0,1523.0,915.0,2392.0,731.0,2392.0,1225.0,764.0,570500.0,41.8,-87.73,0.0
532,596.0,39688.0,49101.0,1542.0,942.0,2880.0,875.0,2885.0,927.0,792.0,580100.0,41.83,-87.69,0.0
533,755.0,45179.0,49925.0,1767.0,853.0,3534.0,888.0,3534.0,942.0,767.0,580200.0,41.83,-87.7,0.0
534,456.0,45853.0,51701.0,1605.0,784.0,2502.0,687.0,2502.0,877.0,809.0,580300.0,41.83,-87.71,0.0
535,1166.0,37462.0,51535.0,1663.0,812.0,4551.0,1486.0,4551.0,901.0,784.0,580400.0,41.82,-87.71,1.0
536,985.0,39087.0,50464.0,1607.0,839.0,4876.0,1379.0,4881.0,942.0,784.0,580501.0,41.82,-87.7,0.0
537,851.0,40191.0,67860.0,1617.0,809.0,5223.0,1367.0,5264.0,896.0,792.0,580502.0,41.81,-87.7,0.0
538,1115.0,42360.0,62937.0,1722.0,792.0,5292.0,1405.0,5297.0,942.0,809.0,580600.0,41.82,-87.69,1.0
539,1317.0,43553.0,53071.0,1556.0,830.0,6356.0,1639.0,6356.0,942.0,713.0,580700.0,41.82,-87.69,0.0
540,329.0,40238.0,45525.0,1577.0,848.0,2123.0,550.0,2123.0,896.0,670.0,580800.0,41.81,-87.69,0.0
541,252.0,55667.0,64139.0,1973.0,925.0,1772.0,668.0,1791.0,942.0,713.0,590500.0,41.82,-87.68,0.0
542,562.0,39005.0,52851.0,1683.0,858.0,3415.0,1140.0,3415.0,927.0,713.0,590600.0,41.83,-87.67,0.0
543,719.0,42792.0,55990.0,1739.0,905.0,3371.0,977.0,3379.0,951.0,771.0,590700.0,41.83,-87.66,0.0
544,502.0,32500.0,55862.0,1798.0,894.0,4602.0,1610.0,4602.0,985.0,647.0,600400.0,41.84,-87.64,0.0
545,571.0,34069.0,46152.0,1763.0,848.0,2992.0,998.0,2992.0,1022.0,870.0,600600.0,41.84,-87.66,1.0
546,147.0,32301.0,54641.0,2068.0,1022.0,2576.0,1078.0,2576.0,944.0,771.0,600700.0,41.84,-87.66,1.0
547,325.0,51607.0,60702.0,1463.0,885.0,3592.0,1382.0,3605.0,1022.0,848.0,600900.0,41.84,-87.65,0.0
548,1264.0,35325.0,42498.0,1510.0,713.0,5875.0,1569.0,5875.0,925.0,720.0,610300.0,41.82,-87.68,1.0
549,591.0,26580.0,31403.0,1348.0,744.0,2135.0,581.0,2135.0,747.0,689.0,610400.0,41.81,-87.67,0.0
550,245.0,44353.0,73134.0,1843.0,921.0,1595.0,545.0,1595.0,1182.0,419.0,610800.0,41.81,-87.64,0.0
551,175.0,20813.0,23033.0,1788.0,803.0,918.0,296.0,918.0,1182.0,689.0,611000.0,41.8,-87.65,1.0
552,327.0,24972.0,33062.0,1326.0,689.0,2307.0,745.0,2307.0,877.0,714.0,611100.0,41.81,-87.66,1.0
553,391.0,27697.0,31177.0,883.0,724.0,2430.0,708.0,2545.0,897.0,689.0,611200.0,41.8,-87.66,1.0
554,448.0,26786.0,34974.0,1303.0,714.0,2466.0,824.0,2481.0,897.0,689.0,611300.0,41.8,-87.67,1.0
555,817.0,35016.0,36690.0,1578.0,720.0,3286.0,924.0,3298.0,897.0,697.0,611400.0,41.8,-87.67,1.0
556,529.0,28333.0,41173.0,1228.0,747.0,3019.0,928.0,3197.0,848.0,670.0,611500.0,41.81,-87.68,1.0
557,245.0,36014.0,39026.0,879.0,697.0,1509.0,484.0,1509.0,897.0,670.0,611600.0,41.8,-87.68,1.0
558,257.0,25074.0,35159.0,1174.0,810.0,1490.0,501.0,1490.0,897.0,697.0,611700.0,41.8,-87.67,0.0
559,455.0,31138.0,40386.0,1398.0,897.0,2316.0,621.0,2316.0,857.0,714.0,611800.0,41.8,-87.67,0.0
560,367.0,25231.0,39383.0,1111.0,775.0,1798.0,531.0,1798.0,929.0,689.0,611900.0,41.8,-87.66,0.0
561,233.0,27212.0,40827.0,1351.0,877.0,1305.0,432.0,1355.0,922.0,689.0,612000.0,41.8,-87.65,0.0
562,122.0,23438.0,35981.0,1274.0,874.0,1013.0,375.0,1013.0,1182.0,775.0,612100.0,41.8,-87.65,0.0
563,922.0,51296.0,67255.0,1511.0,793.0,4782.0,1204.0,4782.0,1008.0,806.0,620100.0,41.8,-87.72,0.0
564,259.0,53214.0,67515.0,1534.0,960.0,2286.0,732.0,2286.0,1133.0,793.0,620200.0,41.8,-87.73,0.0
565,1756.0,54299.0,68297.0,1509.0,1133.0,7700.0,1993.0,7706.0,1104.0,876.0,620300.0,41.79,-87.73,0.0
566,1022.0,52000.0,66014.0,1620.0,1008.0,4431.0,1208.0,4436.0,1133.0,780.0,620400.0,41.79,-87.72,0.0
567,123.0,31016.0,44155.0,1412.0,670.0,841.0,277.0,841.0,930.0,697.0,630100.0,41.8,-87.68,1.0
568,421.0,35625.0,46897.0,1424.0,776.0,2089.0,576.0,2089.0,896.0,670.0,630200.0,41.8,-87.69,1.0
569,1419.0,50051.0,57076.0,1535.0,890.0,5614.0,1235.0,5614.0,1008.0,785.0,630300.0,41.8,-87.71,0.0
570,1529.0,34486.0,47341.0,1635.0,829.0,7317.0,1747.0,7317.0,896.0,776.0,630400.0,41.8,-87.7,1.0
571,1392.0,44063.0,58886.0,1356.0,847.0,6454.0,1505.0,6464.0,930.0,670.0,630500.0,41.8,-87.69,0.0
572,1350.0,42855.0,51334.0,1480.0,785.0,7616.0,1753.0,7616.0,874.0,778.0,630800.0,41.79,-87.7,0.0
573,1072.0,45880.0,53195.0,1443.0,806.0,5099.0,1231.0,5123.0,1008.0,780.0,630900.0,41.79,-87.71,0.0
574,119.0,57045.0,77321.0,1616.0,1104.0,1600.0,464.0,1600.0,1206.0,764.0,640100.0,41.78,-87.74,0.0
575,902.0,69600.0,76701.0,1613.0,989.0,6949.0,2344.0,6954.0,1206.0,884.0,640300.0,41.78,-87.77,0.0
576,776.0,78730.0,92299.0,1607.0,884.0,3874.0,1205.0,3874.0,1167.0,905.0,640400.0,41.78,-87.79,0.0
577,557.0,80125.0,86398.0,1760.0,943.0,3774.0,1434.0,3779.0,1167.0,884.0,640500.0,41.78,-87.79,0.0
578,730.0,42274.0,52240.0,1550.0,905.0,4246.0,1677.0,4246.0,1206.0,884.0,640600.0,41.78,-87.77,0.0
579,647.0,49938.0,58122.0,1348.0,1206.0,3644.0,1100.0,3644.0,1104.0,764.0,640700.0,41.78,-87.75,0.0
580,246.0,54722.0,64173.0,1621.0,882.0,1794.0,536.0,1794.0,1206.0,897.0,640800.0,41.77,-87.74,0.0
581,870.0,41250.0,50930.0,1256.0,876.0,4273.0,1206.0,4278.0,1008.0,780.0,650100.0,41.78,-87.72,1.0
582,1353.0,48851.0,63625.0,1643.0,897.0,7558.0,2057.0,7558.0,1139.0,876.0,650200.0,41.78,-87.73,0.0
583,1305.0,57245.0,75349.0,1691.0,1139.0,5562.0,1539.0,5568.0,1104.0,876.0,650301.0,41.77,-87.73,0.0
584,885.0,47477.0,78512.0,1520.0,985.0,4216.0,1089.0,4216.0,1139.0,780.0,650302.0,41.78,-87.72,0.0
585,1691.0,49135.0,57420.0,1420.0,1062.0,6974.0,1729.0,6979.0,1139.0,780.0,650400.0,41.77,-87.72,0.0
586,947.0,60459.0,62653.0,1461.0,983.0,4509.0,1368.0,4509.0,1139.0,882.0,650500.0,41.76,-87.73,0.0
587,317.0,22057.0,28585.0,1396.0,778.0,1537.0,571.0,1537.0,874.0,780.0,660301.0,41.78,-87.7,0.0
588,863.0,31994.0,41642.0,1425.0,874.0,5250.0,1455.0,5250.0,866.0,778.0,660302.0,41.78,-87.7,0.0
589,1446.0,45550.0,62721.0,1518.0,780.0,6319.0,1447.0,6319.0,876.0,778.0,660400.0,41.78,-87.71,1.0
590,1235.0,40000.0,46491.0,1473.0,780.0,5075.0,1310.0,5075.0,985.0,778.0,660500.0,41.78,-87.71,1.0
591,730.0,27426.0,39628.0,1227.0,826.0,5883.0,2014.0,5883.0,961.0,778.0,660600.0,41.78,-87.69,1.0
592,241.0,27344.0,37453.0,1138.0,882.0,1881.0,618.0,2041.0,1007.0,826.0,660700.0,41.77,-87.68,1.0
593,848.0,37690.0,42233.0,1525.0,866.0,5109.0,1642.0,5109.0,961.0,778.0,660800.0,41.77,-87.69,0.0
594,808.0,29125.0,41971.0,1475.0,961.0,4543.0,1354.0,4647.0,1064.0,778.0,660900.0,41.77,-87.7,0.0
595,751.0,32374.0,41677.0,1376.0,901.0,5114.0,1828.0,5114.0,1145.0,866.0,661000.0,41.76,-87.69,0.0
596,1089.0,46050.0,54152.0,1343.0,1064.0,6544.0,1883.0,6544.0,1062.0,780.0,661100.0,41.76,-87.7,0.0
597,124.0,35000.0,46319.0,967.0,778.0,1069.0,382.0,1069.0,950.0,775.0,670100.0,41.79,-87.66,0.0
598,152.0,22625.0,51033.0,1077.0,929.0,953.0,343.0,953.0,950.0,775.0,670200.0,41.79,-87.66,0.0
599,99.0,21230.0,31629.0,1392.0,850.0,975.0,405.0,1034.0,929.0,728.0,670300.0,41.79,-87.67,0.0
600,285.0,26289.0,50151.0,1425.0,857.0,1680.0,515.0,1680.0,897.0,728.0,670400.0,41.79,-87.67,0.0
601,187.0,26087.0,34213.0,1386.0,885.0,1143.0,358.0,1143.0,930.0,728.0,670500.0,41.79,-87.68,0.0
602,138.0,14848.0,32244.0,1174.0,728.0,1056.0,373.0,1068.0,1039.0,834.0,670600.0,41.78,-87.67,1.0
603,162.0,36058.0,40805.0,1310.0,865.0,1133.0,386.0,1140.0,1039.0,728.0,670700.0,41.78,-87.67,0.0
604,235.0,22083.0,35503.0,1290.0,779.0,1333.0,518.0,1333.0,1039.0,778.0,670800.0,41.78,-87.66,0.0
605,280.0,35592.0,42336.0,1025.0,950.0,1717.0,491.0,1717.0,929.0,778.0,670900.0,41.78,-87.66,0.0
606,223.0,30577.0,34026.0,0.0,915.0,1088.0,318.0,1088.0,1039.0,685.0,671100.0,41.78,-87.66,0.0
607,171.0,20909.0,48236.0,975.0,1039.0,988.0,308.0,988.0,915.0,728.0,671200.0,41.78,-87.67,0.0
608,308.0,31429.0,39737.0,1321.0,834.0,2075.0,606.0,2078.0,1039.0,728.0,671300.0,41.77,-87.67,1.0
609,163.0,24306.0,40449.0,1159.0,1007.0,1390.0,458.0,1390.0,1039.0,728.0,671400.0,41.77,-87.68,0.0
610,418.0,28403.0,35573.0,1261.0,973.0,2688.0,862.0,2700.0,1145.0,740.0,671500.0,41.77,-87.67,0.0
611,120.0,23203.0,31874.0,1283.0,740.0,1806.0,719.0,1917.0,1273.0,685.0,671600.0,41.77,-87.66,1.0
612,159.0,35962.0,66404.0,1132.0,1273.0,1292.0,340.0,1292.0,1052.0,740.0,671800.0,41.76,-87.66,0.0
613,166.0,48095.0,51562.0,1048.0,1052.0,1241.0,328.0,1241.0,1273.0,740.0,671900.0,41.76,-87.66,0.0
614,506.0,39191.0,50413.0,1310.0,1145.0,4221.0,1179.0,4239.0,1052.0,740.0,672000.0,41.76,-87.67,0.0
615,275.0,23354.0,36993.0,1235.0,922.0,1375.0,408.0,1375.0,950.0,778.0,680500.0,41.79,-87.65,0.0
616,279.0,24464.0,30685.0,1822.0,830.0,1594.0,389.0,1594.0,950.0,729.0,680600.0,41.78,-87.65,0.0
617,463.0,15612.0,22545.0,1695.0,556.0,3100.0,1540.0,3143.0,1019.0,696.0,680900.0,41.78,-87.64,0.0
618,195.0,15201.0,34846.0,1205.0,767.0,2458.0,1198.0,2458.0,1019.0,556.0,681000.0,41.78,-87.65,0.0
619,360.0,15806.0,27706.0,1605.0,1019.0,3078.0,958.0,3097.0,1273.0,685.0,681100.0,41.77,-87.65,0.0
620,681.0,23302.0,34031.0,1177.0,886.0,2664.0,834.0,2664.0,1019.0,556.0,681200.0,41.77,-87.64,0.0
621,390.0,25735.0,30907.0,1174.0,838.0,2319.0,746.0,2325.0,1019.0,708.0,681300.0,41.76,-87.64,1.0
622,516.0,30357.0,35607.0,1048.0,916.0,2570.0,914.0,2570.0,1273.0,708.0,681400.0,41.76,-87.65,0.0
623,525.0,19904.0,33335.0,1603.0,696.0,1981.0,748.0,2393.0,887.0,375.0,690300.0,41.77,-87.63,1.0
624,202.0,22078.0,37379.0,1287.0,887.0,3234.0,1403.0,3253.0,1027.0,375.0,690400.0,41.77,-87.62,0.0
625,95.0,31923.0,42863.0,1969.0,892.0,736.0,326.0,736.0,1083.0,561.0,690500.0,41.77,-87.61,0.0
626,405.0,30071.0,42307.0,1469.0,873.0,4305.0,1670.0,4305.0,953.0,561.0,690900.0,41.76,-87.61,0.0
627,331.0,49297.0,59532.0,1517.0,876.0,2439.0,1054.0,2444.0,892.0,696.0,691000.0,41.76,-87.62,0.0
628,545.0,19125.0,35219.0,1254.0,877.0,3242.0,1132.0,3304.0,967.0,696.0,691100.0,41.76,-87.63,0.0
629,623.0,29405.0,39755.0,1356.0,967.0,3021.0,1063.0,3027.0,1139.0,708.0,691200.0,41.75,-87.63,0.0
630,326.0,40658.0,52671.0,1223.0,859.0,2721.0,964.0,2721.0,1010.0,873.0,691300.0,41.75,-87.62,0.0
631,318.0,28813.0,38955.0,1373.0,953.0,2807.0,1248.0,2807.0,876.0,783.0,691400.0,41.75,-87.61,0.0
632,214.0,20027.0,35737.0,1596.0,825.0,1981.0,781.0,2013.0,1033.0,783.0,691500.0,41.76,-87.6,1.0
633,608.0,61925.0,74508.0,1442.0,997.0,3479.0,1037.0,3479.0,1084.0,860.0,700100.0,41.75,-87.7,0.0
634,1260.0,56779.0,69197.0,1415.0,982.0,6708.0,1849.0,6708.0,1128.0,983.0,700200.0,41.75,-87.72,0.0
635,1345.0,64118.0,74617.0,1502.0,1083.0,6587.0,1724.0,6592.0,1128.0,982.0,700301.0,41.75,-87.73,0.0
636,925.0,67776.0,80020.0,1736.0,1128.0,5469.0,1713.0,5469.0,1083.0,982.0,700302.0,41.74,-87.73,0.0
