,Own children of the householder 6 to 17 years,Median household income (dollars),Mean household income (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,Total households,Total population,relation_max_fee,relation_min_fee,TRACTCE10,INTPTLAT,INTPTLONG,label
637,1298.0,64776.0,71597.0,1536.0,1071.0,6296.0,1857.0,6301.0,1083.0,982.0,700401.0,41.75,-87.71,0.0
638,758.0,61369.0,75910.0,1428.0,0.0,4337.0,1293.0,4337.0,1128.0,982.0,700402.0,41.74,-87.71,0.0
639,1186.0,66619.0,78472.0,1579.0,1084.0,7111.0,2455.0,7469.0,1064.0,860.0,700501.0,41.75,-87.69,0.0
640,522.0,80625.0,95690.0,1653.0,860.0,3243.0,1054.0,3437.0,1084.0,821.0,700502.0,41.74,-87.69,0.0
641,229.0,15524.0,28992.0,1450.0,708.0,1188.0,471.0,1188.0,967.0,755.0,710100.0,41.75,-87.64,1.0
642,827.0,26934.0,36016.0,1168.0,908.0,4925.0,1812.0,4925.0,1273.0,705.0,710200.0,41.76,-87.65,0.0
643,244.0,33281.0,38729.0,1544.0,956.0,1444.0,534.0,1444.0,1273.0,705.0,710300.0,41.75,-87.66,0.0
644,897.0,35581.0,54074.0,1271.0,928.0,5458.0,1826.0,5458.0,1145.0,821.0,710400.0,41.75,-87.67,0.0
645,532.0,30793.0,45175.0,1210.0,881.0,4222.0,1540.0,4268.0,1145.0,705.0,710500.0,41.75,-87.67,1.0
646,351.0,26696.0,38711.0,1446.0,842.0,1934.0,665.0,1934.0,956.0,705.0,710600.0,41.75,-87.66,1.0
647,441.0,23026.0,40894.0,1396.0,705.0,2935.0,1344.0,2941.0,956.0,755.0,710700.0,41.75,-87.66,1.0
648,256.0,27367.0,45899.0,1401.0,799.0,4713.0,1946.0,4719.0,908.0,705.0,710800.0,41.75,-87.65,1.0
649,424.0,23929.0,37002.0,1464.0,755.0,2153.0,816.0,2153.0,1457.0,708.0,710900.0,41.74,-87.64,0.0
650,308.0,33664.0,40427.0,1583.0,793.0,3098.0,1046.0,3098.0,1457.0,705.0,711000.0,41.74,-87.65,1.0
651,353.0,37377.0,65191.0,1404.0,755.0,2283.0,946.0,2283.0,947.0,705.0,711100.0,41.74,-87.66,0.0
652,735.0,42667.0,59994.0,1333.0,821.0,4986.0,1956.0,4986.0,1024.0,755.0,711200.0,41.74,-87.67,0.0
653,239.0,36307.0,51029.0,1487.0,947.0,1728.0,571.0,1780.0,1024.0,755.0,711300.0,41.73,-87.67,0.0
654,366.0,37434.0,41529.0,1354.0,792.0,2419.0,829.0,2424.0,1457.0,755.0,711400.0,41.73,-87.65,1.0
655,343.0,39188.0,49691.0,1251.0,1457.0,2677.0,809.0,2677.0,1254.0,755.0,711500.0,41.73,-87.64,0.0
656,535.0,133636.0,160572.0,2307.0,1024.0,3376.0,1192.0,3381.0,969.0,783.0,720100.0,41.73,-87.67,0.0
657,547.0,63295.0,89210.0,1845.0,850.0,4031.0,1651.0,4043.0,1257.0,654.0,720200.0,41.71,-87.67,0.0
658,773.0,125625.0,134561.0,2349.0,0.0,4203.0,1320.0,4208.0,1070.0,654.0,720300.0,41.71,-87.68,0.0
659,264.0,95481.0,113843.0,1792.0,696.0,1948.0,665.0,1953.0,1268.0,654.0,720400.0,41.71,-87.69,0.0
660,456.0,115417.0,127453.0,1869.0,1070.0,2199.0,791.0,2199.0,1268.0,654.0,720500.0,41.7,-87.69,0.0
661,266.0,109390.0,143227.0,2353.0,654.0,1758.0,618.0,1758.0,1070.0,696.0,720600.0,41.7,-87.68,0.0
662,439.0,61438.0,89984.0,2123.0,880.0,3280.0,1436.0,3280.0,1233.0,654.0,720700.0,41.7,-87.67,0.0
663,333.0,50385.0,62063.0,1361.0,980.0,2567.0,888.0,2567.0,1587.0,939.0,730100.0,41.73,-87.64,0.0
664,539.0,26706.0,41616.0,1308.0,783.0,5714.0,2326.0,5719.0,1257.0,755.0,730201.0,41.73,-87.66,0.0
665,505.0,48564.0,60652.0,1417.0,1254.0,3239.0,1092.0,3439.0,1457.0,783.0,730202.0,41.73,-87.65,0.0
666,149.0,43897.0,56225.0,1541.0,969.0,1126.0,419.0,1126.0,1024.0,755.0,730300.0,41.73,-87.66,0.0
667,531.0,60481.0,74572.0,1550.0,1257.0,4112.0,1317.0,4129.0,1254.0,783.0,730400.0,41.72,-87.65,0.0
668,840.0,57820.0,70004.0,1184.0,939.0,4502.0,1550.0,4507.0,1587.0,817.0,730500.0,41.71,-87.64,0.0
669,497.0,41307.0,54420.0,1487.0,817.0,3621.0,1262.0,3621.0,1257.0,739.0,730600.0,41.71,-87.65,0.0
670,334.0,49688.0,59427.0,1526.0,1233.0,2345.0,716.0,2345.0,1257.0,739.0,730700.0,41.7,-87.65,0.0
671,367.0,89984.0,100557.0,1724.0,1268.0,3128.0,1151.0,3128.0,1234.0,696.0,740100.0,41.7,-87.7,0.0
672,882.0,97450.0,100946.0,1817.0,1139.0,5788.0,1902.0,6523.0,1268.0,696.0,740200.0,41.7,-87.71,0.0
673,817.0,110268.0,117234.0,1870.0,1234.0,4950.0,1724.0,4957.0,1268.0,906.0,740300.0,41.7,-87.71,0.0
674,719.0,82128.0,91932.0,1740.0,1051.0,4664.0,1818.0,4669.0,1268.0,906.0,740400.0,41.69,-87.72,0.0
675,433.0,38859.0,55414.0,1414.0,739.0,4014.0,1424.0,4014.0,1233.0,817.0,750100.0,41.7,-87.65,1.0
676,395.0,66326.0,111362.0,1719.0,995.0,2859.0,1219.0,2868.0,1168.0,654.0,750200.0,41.7,-87.67,0.0
677,444.0,85888.0,105208.0,1916.0,996.0,2452.0,937.0,2452.0,1268.0,654.0,750300.0,41.7,-87.69,0.0
678,517.0,93188.0,98632.0,1828.0,897.0,3212.0,1195.0,3212.0,1268.0,906.0,750400.0,41.69,-87.69,0.0
679,1166.0,55485.0,65649.0,1632.0,1168.0,6066.0,2087.0,6403.0,1137.0,654.0,750500.0,41.68,-87.67,0.0
680,651.0,34470.0,51966.0,1222.0,1137.0,3421.0,1208.0,3426.0,1233.0,739.0,750600.0,41.69,-87.65,0.0
681,296.0,55500.0,61587.0,1137.0,1128.0,4020.0,2124.0,4020.0,1643.0,967.0,760801.0,41.98,-87.84,0.0
682,288.0,51595.0,67952.0,1824.0,1075.0,2540.0,1119.0,2540.0,1128.0,981.0,760802.0,41.96,-87.84,0.0
683,556.0,41545.0,47626.0,1348.0,1005.0,5569.0,2772.0,5579.0,1643.0,967.0,760803.0,41.98,-87.84,0.0
684,795.0,59274.0,71529.0,2154.0,946.0,5154.0,1606.0,5285.0,1421.0,985.0,770602.0,42.01,-87.91,0.0
685,372.0,58718.0,68326.0,1861.0,985.0,3629.0,1444.0,3634.0,1421.0,967.0,770902.0,41.97,-87.84,0.0
686,997.0,102753.0,120971.0,2450.0,1421.0,5362.0,2002.0,5368.0,1643.0,967.0,810400.0,41.99,-87.83,0.0
687,457.0,46393.0,53692.0,1335.0,800.0,3071.0,1382.0,3071.0,1471.0,830.0,821402.0,41.66,-87.65,0.0
688,1007.0,44545.0,58820.0,1410.0,906.0,5887.0,2326.0,5887.0,1268.0,897.0,823304.0,41.68,-87.7,0.0
689,1360.0,39602.0,49309.0,1512.0,868.0,4785.0,1072.0,4785.0,877.0,726.0,830500.0,41.83,-87.72,0.0
690,575.0,49138.0,65104.0,1672.0,965.0,4650.0,1868.0,4670.0,1003.0,706.0,830600.0,42.0,-87.67,0.0
691,260.0,44661.0,66837.0,1952.0,717.0,3291.0,1735.0,3627.0,1760.0,541.0,830700.0,41.96,-87.66,0.0
692,92.0,71607.0,93334.0,2090.0,1126.0,2623.0,1421.0,2623.0,1568.0,1078.0,830800.0,41.97,-87.68,0.0
693,248.0,96553.0,119599.0,2316.0,1378.0,2788.0,1237.0,2794.0,1541.0,1017.0,830900.0,41.93,-87.68,0.0
694,181.0,152794.0,213135.0,2879.0,1856.0,2209.0,1068.0,2209.0,2097.0,1336.0,831000.0,41.91,-87.68,0.0
695,875.0,56328.0,75423.0,2044.0,1012.0,7870.0,2724.0,7875.0,1088.0,936.0,831100.0,41.94,-87.72,0.0
696,818.0,36190.0,52699.0,1849.0,938.0,5034.0,1405.0,5051.0,1103.0,880.0,831200.0,41.92,-87.73,0.0
697,88.0,35375.0,40033.0,1286.0,825.0,1043.0,351.0,1043.0,994.0,880.0,831300.0,41.91,-87.74,0.0
698,352.0,33381.0,43947.0,1601.0,928.0,2725.0,967.0,3000.0,987.0,706.0,831400.0,41.87,-87.76,0.0
699,430.0,57847.0,66523.0,1659.0,1000.0,3524.0,1195.0,3540.0,1117.0,739.0,831500.0,41.93,-87.79,0.0
700,1096.0,42077.0,71902.0,1757.0,923.0,7563.0,2418.0,7574.0,1117.0,739.0,831600.0,41.93,-87.8,0.0
701,443.0,57727.0,69860.0,2203.0,1067.0,2365.0,784.0,2365.0,1334.0,889.0,831700.0,41.95,-87.75,0.0
702,654.0,60625.0,79090.0,2257.0,1060.0,6052.0,2151.0,6418.0,1137.0,967.0,831800.0,41.98,-87.72,0.0
703,247.0,101612.0,160988.0,2754.0,1757.0,2813.0,1259.0,2818.0,1880.0,1473.0,831900.0,41.95,-87.67,0.0
704,57.0,105625.0,125315.0,2601.0,1716.0,1786.0,822.0,1799.0,1966.0,1138.0,832000.0,41.95,-87.65,0.0
705,121.0,69476.0,93856.0,2313.0,1138.0,3234.0,1729.0,3234.0,1966.0,541.0,832100.0,41.95,-87.65,0.0
706,288.0,91723.0,138541.0,3157.0,1336.0,3392.0,1481.0,3397.0,2097.0,1378.0,832200.0,41.92,-87.68,0.0
707,128.0,105556.0,139524.0,2819.0,1767.0,2094.0,890.0,2111.0,1856.0,1336.0,832300.0,41.92,-87.67,0.0
708,227.0,95547.0,115859.0,2028.0,1548.0,2926.0,1193.0,2926.0,1449.0,1017.0,832400.0,41.92,-87.69,0.0
709,401.0,116935.0,168175.0,3549.0,1452.0,3209.0,1411.0,3732.0,1924.0,852.0,832500.0,41.92,-87.66,0.0
710,263.0,148017.0,188488.0,2918.0,1960.0,3723.0,1688.0,3728.0,1923.0,1640.0,832600.0,41.91,-87.65,0.0
711,77.0,53911.0,95044.0,2928.0,1531.0,2278.0,913.0,2381.0,1960.0,473.0,832900.0,41.87,-87.66,0.0
712,145.0,133571.0,147683.0,2638.0,1960.0,3567.0,2094.0,3567.0,2214.0,1350.0,833000.0,41.89,-87.66,0.0
713,556.0,116071.0,148297.0,2383.0,1776.0,6910.0,3820.0,7441.0,1960.0,1350.0,833100.0,41.88,-87.66,0.0
714,82.0,45833.0,91850.0,2236.0,1442.0,2643.0,872.0,2646.0,1959.0,1219.0,833300.0,41.87,-87.65,0.0
715,512.0,32159.0,47674.0,1906.0,796.0,2432.0,761.0,2441.0,988.0,355.0,833900.0,41.73,-87.55,0.0
716,457.0,34864.0,48243.0,1140.0,1072.0,2956.0,1075.0,2956.0,1587.0,980.0,834000.0,41.73,-87.63,0.0
717,727.0,33835.0,54628.0,1516.0,866.0,4290.0,1772.0,4310.0,1205.0,765.0,834200.0,41.76,-87.58,1.0
718,721.0,34140.0,51404.0,1535.0,765.0,6379.0,2537.0,6384.0,1049.0,783.0,834300.0,41.75,-87.59,0.0
719,858.0,38233.0,59823.0,1760.0,1073.0,4436.0,1686.0,4487.0,1083.0,828.0,834400.0,41.78,-87.6,1.0
720,243.0,31483.0,37750.0,0.0,1019.0,1273.0,469.0,1273.0,998.0,375.0,834500.0,41.79,-87.63,1.0
721,316.0,21196.0,40076.0,1227.0,845.0,2491.0,958.0,2535.0,1019.0,556.0,834600.0,41.79,-87.63,1.0
722,319.0,21802.0,40868.0,1100.0,888.0,1723.0,564.0,1748.0,922.0,729.0,834700.0,41.79,-87.65,0.0
723,183.0,20559.0,29320.0,1081.0,729.0,1557.0,655.0,1566.0,922.0,556.0,834800.0,41.78,-87.65,1.0
724,304.0,18401.0,27885.0,1189.0,685.0,1821.0,753.0,1859.0,1273.0,740.0,834900.0,41.77,-87.66,0.0
725,974.0,26926.0,42632.0,1330.0,848.0,5573.0,1879.0,5579.0,930.0,826.0,835000.0,41.78,-87.69,1.0
726,1173.0,35962.0,51420.0,1432.0,930.0,5796.0,1348.0,5809.0,885.0,670.0,835100.0,41.79,-87.69,0.0
727,210.0,45417.0,61542.0,1554.0,764.0,1833.0,626.0,1833.0,1355.0,903.0,835200.0,41.8,-87.75,1.0
728,115.0,20517.0,29400.0,1239.0,419.0,1435.0,702.0,1444.0,1047.0,284.0,835500.0,41.82,-87.63,1.0
729,100.0,26458.0,47336.0,780.0,719.0,910.0,343.0,910.0,1182.0,745.0,835600.0,41.8,-87.63,1.0
730,207.0,0.0,28315.0,0.0,745.0,592.0,202.0,592.0,1047.0,419.0,835700.0,41.81,-87.63,1.0
731,400.0,60598.0,71139.0,2051.0,1018.0,1707.0,629.0,1707.0,1090.0,630.0,835800.0,41.81,-87.62,0.0
732,354.0,18856.0,40235.0,1736.0,630.0,3146.0,1469.0,3170.0,1018.0,362.0,835900.0,41.82,-87.62,1.0
733,408.0,60368.0,80974.0,1811.0,1090.0,2685.0,942.0,2685.0,1040.0,446.0,836000.0,41.81,-87.61,0.0
734,349.0,25462.0,42742.0,2277.0,1006.0,2163.0,743.0,2163.0,1026.0,785.0,836100.0,41.8,-87.62,0.0
735,25.0,50769.0,114054.0,1875.0,980.0,319.0,122.0,1585.0,1280.0,828.0,836200.0,41.79,-87.6,0.0
736,114.0,54259.0,89171.0,2070.0,994.0,1389.0,664.0,1421.0,1280.0,811.0,836300.0,41.8,-87.6,0.0
737,635.0,30137.0,52669.0,2527.0,489.0,3308.0,1612.0,3308.0,1111.0,693.0,836400.0,41.82,-87.6,0.0
738,290.0,32583.0,45536.0,3109.0,798.0,1754.0,659.0,1754.0,1128.0,446.0,836500.0,41.83,-87.6,1.0
739,324.0,44808.0,57209.0,1684.0,991.0,2323.0,936.0,2337.0,1038.0,835.0,836600.0,41.9,-87.71,0.0
740,410.0,24946.0,36089.0,1043.0,873.0,2252.0,841.0,2252.0,1280.0,746.0,836700.0,41.89,-87.7,0.0
741,390.0,12696.0,23155.0,1798.0,695.0,2178.0,936.0,2214.0,1035.0,538.0,836800.0,41.89,-87.71,1.0
742,295.0,26458.0,39152.0,2010.0,746.0,1422.0,455.0,1422.0,998.0,695.0,836900.0,41.88,-87.71,1.0
743,488.0,29911.0,48973.0,1905.0,822.0,2021.0,757.0,2028.0,998.0,547.0,837000.0,41.88,-87.7,1.0
744,106.0,22266.0,37824.0,1458.0,769.0,1567.0,754.0,1634.0,1280.0,746.0,837100.0,41.89,-87.7,1.0
745,489.0,28750.0,44226.0,1411.0,987.0,2159.0,749.0,2519.0,1096.0,547.0,837300.0,41.87,-87.71,0.0
746,354.0,39609.0,50767.0,1893.0,930.0,2028.0,705.0,2403.0,1412.0,489.0,837400.0,41.88,-87.69,0.0
747,469.0,60893.0,80249.0,1953.0,1230.0,2802.0,996.0,3110.0,1289.0,467.0,837800.0,41.88,-87.68,0.0
748,249.0,18147.0,48808.0,2098.0,467.0,2760.0,1233.0,2760.0,1374.0,473.0,838000.0,41.88,-87.68,0.0
749,50.0,17047.0,50074.0,1615.0,473.0,1959.0,1227.0,1980.0,1531.0,467.0,838100.0,41.88,-87.67,1.0
750,50.0,36389.0,52184.0,1973.0,969.0,1030.0,400.0,2028.0,1429.0,467.0,838200.0,41.87,-87.68,0.0
751,122.0,44875.0,83219.0,3019.0,1192.0,1381.0,640.0,1515.0,2024.0,631.0,838300.0,41.9,-87.64,1.0
752,188.0,14850.0,21220.0,0.0,706.0,1299.0,489.0,1467.0,1015.0,547.0,838600.0,41.87,-87.7,1.0
753,830.0,22742.0,30339.0,1521.0,954.0,4626.0,1508.0,4631.0,1055.0,742.0,838700.0,41.86,-87.72,0.0
754,1064.0,19155.0,33813.0,1309.0,376.0,3526.0,1101.0,3526.0,1112.0,842.0,838800.0,41.68,-87.57,1.0
755,334.0,84347.0,107889.0,1796.0,2059.0,8193.0,4720.0,8542.0,2291.0,710.0,839000.0,41.87,-87.63,0.0
756,329.0,90489.0,125571.0,2458.0,1865.0,5353.0,3173.0,6760.0,2214.0,1767.0,839100.0,41.88,-87.63,0.0
757,179.0,29476.0,45640.0,1506.0,838.0,2363.0,1418.0,2368.0,2094.0,282.0,839200.0,41.84,-87.62,0.0
758,62.0,21719.0,70062.0,2277.0,339.0,1205.0,681.0,1367.0,2094.0,362.0,839500.0,41.83,-87.62,0.0
759,151.0,35461.0,57981.0,2306.0,782.0,1447.0,785.0,1521.0,1000.0,339.0,839600.0,41.83,-87.62,0.0
760,564.0,48800.0,68058.0,1905.0,870.0,4417.0,1862.0,4417.0,1022.0,848.0,839700.0,41.83,-87.65,0.0
761,281.0,49583.0,62610.0,2451.0,985.0,2821.0,1169.0,2834.0,935.0,836.0,839800.0,41.84,-87.64,0.0
762,411.0,50265.0,71300.0,1979.0,935.0,4374.0,1813.0,4374.0,985.0,870.0,839900.0,41.83,-87.65,0.0
763,311.0,71989.0,91285.0,2052.0,877.0,2891.0,1005.0,2891.0,1000.0,284.0,840000.0,41.83,-87.64,0.0
764,469.0,38886.0,51986.0,1496.0,836.0,2952.0,1018.0,2957.0,985.0,647.0,840100.0,41.84,-87.64,1.0
765,274.0,55600.0,70767.0,1621.0,944.0,2440.0,816.0,2448.0,985.0,836.0,840200.0,41.84,-87.65,0.0
766,497.0,48056.0,60831.0,1653.0,927.0,3917.0,1172.0,3917.0,942.0,771.0,840300.0,41.83,-87.68,0.0
767,560.0,40750.0,57030.0,1629.0,771.0,3249.0,1183.0,3265.0,1022.0,848.0,840400.0,41.83,-87.67,1.0
768,959.0,34219.0,45676.0,1598.0,789.0,3861.0,1097.0,3921.0,960.0,658.0,840700.0,41.85,-87.69,1.0
769,585.0,31648.0,42387.0,1466.0,743.0,2805.0,815.0,2805.0,816.0,703.0,840800.0,41.84,-87.71,1.0
770,40.0,63125.0,84624.0,2401.0,1478.0,878.0,519.0,878.0,1759.0,282.0,841000.0,41.85,-87.61,0.0
771,626.0,26905.0,47606.0,1449.0,822.0,6816.0,2655.0,6821.0,1252.0,282.0,841100.0,41.85,-87.64,0.0
772,1112.0,36104.0,46146.0,1590.0,874.0,5180.0,1726.0,5183.0,960.0,744.0,841200.0,41.86,-87.68,1.0
773,586.0,48750.0,60852.0,1764.0,833.0,4030.0,1472.0,4040.0,927.0,703.0,841300.0,41.84,-87.68,1.0
774,260.0,29338.0,44654.0,1487.0,1055.0,1158.0,399.0,1189.0,1196.0,791.0,841400.0,41.85,-87.71,0.0
775,579.0,24858.0,36673.0,1729.0,1015.0,2877.0,942.0,2932.0,1196.0,658.0,841500.0,41.86,-87.71,0.0
776,149.0,21767.0,34947.0,1200.0,1196.0,689.0,243.0,689.0,1055.0,658.0,841600.0,41.86,-87.71,0.0
777,298.0,19630.0,31727.0,1418.0,658.0,1652.0,702.0,1652.0,1196.0,703.0,841700.0,41.85,-87.7,0.0
778,494.0,36250.0,44255.0,1352.0,921.0,2749.0,941.0,2756.0,1083.0,561.0,841800.0,41.77,-87.6,0.0
779,276.0,113882.0,127395.0,2231.0,1959.0,3299.0,1670.0,6509.0,2059.0,710.0,841900.0,41.87,-87.64,0.0
780,68.0,85057.0,103133.0,1939.0,2094.0,788.0,363.0,3106.0,1000.0,282.0,842000.0,41.83,-87.63,0.0
781,1811.0,33945.0,39477.0,1455.0,828.0,7646.0,2071.0,7664.0,1064.0,783.0,842100.0,41.9,-87.73,1.0
782,51.0,92227.0,107134.0,2411.0,1923.0,3058.0,1917.0,3058.0,1960.0,631.0,842200.0,41.9,-87.65,0.0
783,191.0,123750.0,158282.0,2621.0,1734.0,3052.0,1465.0,3189.0,1960.0,1056.0,842300.0,41.91,-87.66,0.0
784,415.0,39161.0,47243.0,1517.0,1139.0,3084.0,1275.0,3084.0,1457.0,755.0,842400.0,41.74,-87.63,0.0
785,489.0,10471.0,20011.0,668.0,375.0,2002.0,799.0,2007.0,1027.0,696.0,842500.0,41.78,-87.62,1.0
786,451.0,58315.0,66738.0,1967.0,951.0,4110.0,1445.0,4115.0,935.0,689.0,842600.0,41.82,-87.65,0.0
787,1598.0,32236.0,41669.0,1517.0,896.0,7420.0,2038.0,7420.0,848.0,776.0,842800.0,41.81,-87.7,0.0
788,365.0,21325.0,42669.0,1518.0,567.0,2050.0,1148.0,2050.0,1429.0,830.0,842900.0,41.86,-87.67,1.0
789,616.0,18036.0,30605.0,1288.0,880.0,2689.0,933.0,2689.0,1096.0,742.0,843000.0,41.87,-87.72,0.0
790,361.0,27292.0,45096.0,1800.0,984.0,1595.0,505.0,1742.0,1015.0,547.0,843100.0,41.86,-87.7,0.0
791,295.0,46387.0,56287.0,1865.0,872.0,2232.0,815.0,2250.0,1022.0,771.0,843200.0,41.85,-87.66,1.0
792,194.0,47829.0,55442.0,1796.0,956.0,1559.0,443.0,2144.0,1412.0,547.0,843300.0,41.86,-87.69,1.0
793,197.0,26607.0,34893.0,1844.0,667.0,1254.0,446.0,1254.0,1002.0,771.0,843400.0,41.85,-87.73,1.0
794,115.0,25714.0,41571.0,1736.0,767.0,1064.0,300.0,10079.0,791.0,703.0,843500.0,41.84,-87.7,1.0
795,510.0,35714.0,65608.0,1925.0,1040.0,2822.0,1256.0,2822.0,1090.0,693.0,843600.0,41.81,-87.61,0.0
796,438.0,105408.0,158087.0,2846.0,1264.0,2549.0,963.0,2549.0,1570.0,1211.0,843700.0,41.95,-87.69,0.0
797,351.0,45833.0,51562.0,1613.0,1182.0,1699.0,630.0,1699.0,921.0,719.0,843800.0,41.8,-87.64,0.0
798,307.0,32750.0,44728.0,1602.0,963.0,3299.0,1842.0,3332.0,1207.0,740.0,843900.0,41.78,-87.58,0.0
