,0,1,2,3,4,5,6,7,8,9,TRACTCE10,INTPTLAT,INTPTLONG,label
0,9158.978,0.0,19948.447,1578.0037,12865.978,0.0,3402.8528,5282.798,0.0,0.0,10100.0,42.02,-87.67,1.0
1,3436.3481,0.0,8972.779,0.0,4244.08,0.0,0.0,2619.172,0.0,0.0,10201.0,42.02,-87.68,0.0
2,2944.2651,0.0,9348.287,0.0,3029.6018,0.0,0.0,2906.731,0.0,0.0,10202.0,42.02,-87.67,0.0
3,3693.464,0.0,9280.048,7.1877904,4693.403,0.0,30.085703,2707.5696,0.0,0.0,10300.0,42.02,-87.67,0.0
4,1530.5673,0.0,4860.3896,0.0,1640.0443,0.0,0.0,1625.7205,0.0,0.0,10400.0,42.01,-87.66,0.0
5,19390.703,0.0,46782.35,1184.3972,25247.963,0.0,2361.7214,13096.138,0.0,0.0,10501.0,42.01,-87.66,1.0
6,11962.553,0.0,25030.508,2541.8308,17170.713,0.0,5543.705,6452.0312,0.0,0.0,10502.0,42.0,-87.66,1.0
7,5374.9395,0.0,12367.994,600.0848,7286.7676,0.0,1219.3855,3373.321,0.0,0.0,10503.0,42.0,-87.66,0.0
8,4853.788,0.0,12147.603,251.45488,6336.002,0.0,315.4441,3404.1062,0.0,0.0,10600.0,42.01,-87.67,0.0
9,5545.5107,0.0,12066.109,966.96564,7820.7207,0.0,2074.7258,3195.3157,0.0,0.0,10701.0,42.01,-87.68,0.0
10,14131.3125,0.0,29206.826,3036.7273,20481.287,0.0,6862.1323,7659.623,0.0,0.0,10702.0,42.01,-87.67,1.0
11,14069.512,0.0,35043.395,492.42657,18057.82,0.0,689.9949,9903.378,0.0,0.0,20100.0,42.02,-87.69,0.0
12,16956.066,0.0,48832.83,0.0,18895.92,0.0,0.0,14716.384,0.0,0.0,20200.0,42.02,-87.7,0.0
13,7283.715,0.0,15337.74,1456.1951,10461.64,0.0,3260.4062,4048.1296,0.0,0.0,20301.0,42.01,-87.71,0.0
14,7741.715,0.0,17372.584,1168.5125,10720.394,0.0,2412.1975,4639.1816,0.0,0.0,20302.0,42.01,-87.69,0.0
15,21112.674,0.0,37362.246,5681.3955,32596.219,0.0,14966.288,10449.392,0.0,0.0,20400.0,42.01,-87.69,0.0
16,6226.064,0.0,15240.618,319.66925,8088.0054,0.0,591.42017,4295.159,0.0,0.0,20500.0,42.0,-87.68,0.0
17,8585.18,0.0,24701.85,0.0,7658.324,0.0,0.0,8011.6025,0.0,0.0,20601.0,42.0,-87.7,0.0
18,3481.335,0.0,8352.009,293.48175,4641.654,0.0,524.5969,2308.0305,0.0,0.0,20602.0,42.0,-87.69,1.0
19,7752.001,0.0,16596.121,1639.5608,11112.914,0.0,3485.0002,4292.3936,0.0,0.0,20701.0,41.99,-87.7,0.0
20,16804.096,0.0,28671.29,4883.4824,25697.035,0.0,12306.687,7380.37,0.0,0.0,20702.0,41.99,-87.7,0.0
21,8844.213,0.0,17749.195,1949.407,12953.99,0.0,4590.5117,4724.5938,0.0,0.0,20801.0,41.99,-87.69,0.0
22,10905.08,0.0,21817.621,2846.9802,16152.265,0.0,6267.867,5472.869,0.0,0.0,20802.0,41.99,-87.69,0.0
23,22430.535,0.0,40380.586,5460.2607,34207.254,0.0,14908.585,11516.052,0.0,0.0,20901.0,42.0,-87.69,1.0
24,7083.282,0.0,15307.142,1465.6653,10153.3545,0.0,3043.5693,3963.2136,0.0,0.0,20902.0,41.99,-87.68,0.0
25,12286.203,0.0,26580.783,2246.3103,17349.838,0.0,4850.168,6997.4707,0.0,0.0,30101.0,41.99,-87.66,1.0
26,12788.793,0.0,25515.725,3374.028,18961.219,0.0,7388.8213,6385.668,0.0,0.0,30102.0,41.99,-87.66,1.0
27,4540.46,0.0,10035.239,744.40265,6372.0054,0.0,1584.2859,2681.1877,0.0,0.0,30103.0,42.0,-87.66,1.0
28,17029.166,0.0,40976.15,1072.073,22114.082,0.0,1943.448,11349.251,0.0,0.0,30104.0,42.0,-87.66,1.0
29,5865.748,0.0,10983.534,1352.2009,8845.778,0.0,3565.4236,3087.404,0.0,0.0,30200.0,41.99,-87.67,0.0
30,4990.13,0.0,11751.74,550.85187,6762.7715,0.0,1045.0754,3211.159,0.0,0.0,30300.0,41.99,-87.67,0.0
31,2113.7334,0.0,6860.297,0.0,1877.6084,0.0,0.0,2286.9639,0.0,0.0,30400.0,41.99,-87.67,1.0
32,13354.8125,0.0,30801.69,1566.3542,18078.043,0.0,3201.033,8374.786,0.0,0.0,30500.0,41.99,-87.66,0.0
33,10136.953,0.0,17644.36,3169.5535,15710.397,0.0,7625.7793,4439.119,0.0,0.0,30601.0,41.99,-87.65,1.0
34,8010.1387,0.0,15611.291,2451.034,12118.909,0.0,5205.781,3730.2693,0.0,0.0,30603.0,41.99,-87.66,0.0
35,11615.6875,0.0,27733.336,875.3748,15332.529,0.0,1766.3484,7731.045,0.0,0.0,30604.0,41.99,-87.65,1.0
36,3480.2935,0.0,9001.184,17.393356,4436.885,0.0,0.0,2591.6418,0.0,0.0,30701.0,41.98,-87.66,0.0
37,10548.816,0.0,22729.086,2005.8552,14943.563,0.0,4318.418,5951.836,0.0,0.0,30702.0,41.98,-87.65,0.0
38,2542.628,0.0,7081.05,0.0,3039.866,0.0,0.0,2090.005,0.0,0.0,30703.0,41.98,-87.66,0.0
39,4165.6484,0.0,9095.801,784.4808,5920.784,0.0,1619.5493,2380.3167,0.0,0.0,30706.0,41.98,-87.65,1.0
40,16153.273,0.0,39175.9,955.1258,21060.02,0.0,1759.9382,10957.157,0.0,0.0,30800.0,41.98,-87.66,0.0
41,8767.502,0.0,19138.303,1568.9314,12376.876,0.0,3354.677,5059.6934,0.0,0.0,30900.0,41.98,-87.67,0.0
42,17221.738,0.0,41160.637,1367.7507,22714.32,0.0,2551.2332,11360.983,0.0,0.0,31000.0,41.97,-87.67,0.0
43,8392.713,0.0,18713.52,1200.866,11557.108,0.0,2646.1272,5053.8984,0.0,0.0,31100.0,41.97,-87.66,1.0
44,11454.564,0.0,26569.186,1235.4753,15497.893,0.0,2632.03,7328.2754,0.0,0.0,31200.0,41.97,-87.66,0.0
45,5524.6533,0.0,13376.549,449.78595,7301.042,0.0,738.9719,3673.0017,0.0,0.0,31300.0,41.97,-87.65,0.0
46,13327.391,0.0,33170.867,468.68634,17092.713,0.0,568.83765,9331.73,0.0,0.0,31400.0,41.96,-87.64,0.0
47,7865.4365,0.0,17091.94,1450.6335,11113.549,0.0,3104.9514,4496.12,0.0,0.0,31501.0,41.97,-87.65,0.0
48,7998.515,0.0,21275.26,0.0,9598.321,0.0,0.0,6277.706,0.0,0.0,31502.0,41.96,-87.65,0.0
49,3456.4844,0.0,10906.177,0.0,3170.5369,0.0,0.0,3465.846,0.0,0.0,31700.0,41.97,-87.66,1.0
50,7681.7056,0.0,17549.594,1091.154,10566.913,0.0,2183.2458,4705.419,0.0,0.0,31800.0,41.97,-87.67,0.0
51,9497.332,0.0,29251.088,0.0,9008.33,0.0,0.0,9409.6045,0.0,0.0,31900.0,41.96,-87.67,0.0
52,9302.0625,0.0,21425.527,1213.408,12764.351,0.0,2521.306,5841.1465,0.0,0.0,32100.0,41.96,-87.65,1.0
53,9337.875,0.0,19693.201,1919.0701,13385.913,0.0,4290.7896,5157.3994,0.0,0.0,40100.0,41.99,-87.68,0.0
54,12191.709,0.0,28395.064,1268.1658,16332.258,0.0,2578.2761,7763.4883,0.0,0.0,40201.0,41.97,-87.69,0.0
55,6648.8384,0.0,13481.967,1037.5745,9022.843,0.0,2361.112,3427.985,0.0,0.0,40202.0,41.98,-87.69,1.0
56,3778.0889,0.0,11730.128,0.0,3117.7847,0.0,0.0,3951.552,0.0,0.0,40300.0,41.98,-87.7,0.0
57,7782.784,0.0,17399.344,1240.9226,10833.61,0.0,2583.0364,4636.4727,0.0,0.0,40401.0,41.97,-87.69,0.0
58,6595.0215,0.0,15020.565,888.3045,9042.167,0.0,1795.2063,4040.5105,0.0,0.0,40402.0,41.97,-87.68,0.0
59,19034.422,0.0,39938.086,3936.9656,27186.72,0.0,8593.966,10309.614,0.0,0.0,40600.0,41.97,-87.68,0.0
60,3830.8022,0.0,11254.213,0.0,4198.948,0.0,0.0,3480.1287,0.0,0.0,40700.0,41.97,-87.69,0.0
61,17013.043,0.0,42793.26,267.71173,21559.057,0.0,236.45583,12220.192,0.0,0.0,40800.0,41.96,-87.69,0.0
62,15234.004,0.0,29240.027,3602.2498,22703.488,0.0,9011.833,7900.384,0.0,0.0,40900.0,41.96,-87.68,0.0
63,7319.805,0.0,15045.761,1736.5876,10689.311,0.0,3762.4707,3822.2605,0.0,0.0,50100.0,41.96,-87.68,0.0
64,15059.312,0.0,35543.64,1246.7917,19993.908,0.0,2636.4285,9895.513,0.0,0.0,50200.0,41.96,-87.68,0.0
65,3139.8215,0.0,8308.331,0.0,3854.1023,0.0,0.0,2424.5308,0.0,0.0,50300.0,41.96,-87.69,0.0
66,5342.873,0.0,11838.154,861.5848,7486.869,0.0,1826.637,3165.953,0.0,0.0,50500.0,41.95,-87.68,0.0
67,7069.051,0.0,16101.814,955.92316,9719.553,0.0,1991.7507,4362.074,0.0,0.0,50600.0,41.95,-87.68,0.0
68,2582.076,0.0,7746.513,0.0,3012.3105,0.0,0.0,2215.3818,0.0,0.0,50700.0,41.95,-87.68,0.0
69,17951.977,0.0,51144.09,0.0,20164.105,0.0,0.0,15338.042,0.0,0.0,50800.0,41.95,-87.68,0.0
70,4855.8916,0.0,10542.985,888.5301,6873.0337,0.0,1880.919,2770.7874,0.0,0.0,50900.0,41.94,-87.69,0.0
71,12548.385,0.0,25165.443,2790.7136,18433.906,0.0,6649.814,6720.833,0.0,0.0,51000.0,41.94,-87.69,0.0
72,14197.592,0.0,30567.348,2626.2517,20087.154,0.0,5693.249,8046.038,0.0,0.0,51100.0,41.94,-87.68,0.0
73,16124.408,0.0,36371.13,2207.323,22143.371,0.0,4756.003,9849.794,0.0,0.0,51200.0,41.94,-87.68,0.0
74,5832.169,0.0,13557.096,639.34406,7889.967,0.0,1360.9104,3738.055,0.0,0.0,51300.0,41.94,-87.68,0.0
75,9045.186,0.0,18017.963,2449.3757,13457.612,0.0,5322.361,4466.5938,0.0,0.0,51400.0,41.94,-87.68,0.0
76,6654.384,0.0,13757.849,1471.6677,9682.972,0.0,3249.7656,3567.55,0.0,0.0,60100.0,41.96,-87.67,0.0
77,8179.783,0.0,18447.266,1184.7732,11292.958,0.0,2443.3738,4947.0186,0.0,0.0,60200.0,41.96,-87.67,0.0
78,13663.918,0.0,41084.055,0.0,13470.301,0.0,0.0,12999.386,0.0,0.0,60300.0,41.95,-87.67,0.0
79,5551.241,0.0,12537.016,834.2957,7678.48,0.0,1704.0862,3349.8025,0.0,0.0,60400.0,41.95,-87.67,0.0
80,3056.8767,0.0,6654.489,381.23468,4222.2144,0.0,1017.5254,1871.1294,0.0,0.0,60500.0,41.95,-87.66,0.0
81,8621.941,0.0,18066.309,1983.5398,12518.567,0.0,4178.672,4592.084,0.0,0.0,60800.0,41.95,-87.64,0.0
82,3067.294,0.0,9605.227,0.0,2393.26,0.0,0.0,3323.8757,0.0,0.0,60900.0,41.95,-87.64,0.0
83,4825.8267,0.0,14937.901,0.0,4963.006,0.0,0.0,4657.904,0.0,0.0,61000.0,41.95,-87.65,0.0
84,14427.79,0.0,28414.451,3469.3884,21359.281,0.0,8180.586,7468.201,0.0,0.0,61100.0,41.95,-87.66,0.0
85,5296.831,0.0,11916.842,784.92267,7343.7715,0.0,1619.2263,3194.9114,0.0,0.0,61200.0,41.95,-87.66,0.0
86,9794.9,0.0,28493.314,0.0,10953.253,0.0,0.0,8671.9375,0.0,0.0,61500.0,41.95,-87.66,0.0
87,4086.579,0.0,8688.041,720.02277,5787.226,0.0,1628.1653,2311.6272,0.0,0.0,61800.0,41.95,-87.65,0.0
88,15648.365,0.0,31780.316,3551.3328,22816.78,0.0,8047.2207,8264.501,0.0,0.0,61901.0,41.94,-87.64,0.0
89,10027.176,0.0,20870.256,2277.82,14575.487,0.0,4897.115,5340.5215,0.0,0.0,61902.0,41.95,-87.64,0.0
90,8292.291,0.0,18205.031,1431.9011,11641.475,0.0,3127.4314,4851.709,0.0,0.0,62000.0,41.94,-87.65,0.0
91,4873.319,0.0,11103.635,644.84015,6707.134,0.0,1301.8418,3000.3308,0.0,0.0,62100.0,41.94,-87.65,0.0
92,6108.244,0.0,14304.325,646.51544,8229.641,0.0,1265.6477,3911.8972,0.0,0.0,62200.0,41.94,-87.66,0.0
93,11235.2,0.0,20427.066,3289.4402,17278.695,0.0,8005.9326,5315.0693,0.0,0.0,62300.0,41.94,-87.66,0.0
94,6127.954,0.0,11640.536,1987.449,9412.88,0.0,4318.6465,2773.217,0.0,0.0,62400.0,41.94,-87.67,0.0
95,4183.53,0.0,8649.068,1079.1326,6203.828,0.0,2233.5295,2161.057,0.0,0.0,62500.0,41.94,-87.67,0.0
96,5963.771,0.0,12729.237,1021.5413,8319.033,0.0,2244.8757,3337.0203,0.0,0.0,62600.0,41.94,-87.67,0.0
97,19761.643,0.0,35691.79,4836.5283,28965.266,0.0,12042.481,9107.677,0.0,0.0,62700.0,41.94,-87.67,0.0
98,2990.6978,0.0,8285.763,0.0,3599.2158,0.0,0.0,2448.6099,0.0,0.0,62800.0,41.94,-87.66,0.0
99,6553.96,0.0,15611.624,452.8299,8679.565,0.0,981.531,4401.5986,0.0,0.0,62900.0,41.94,-87.66,0.0
100,9448.084,0.0,22683.244,720.94025,12488.495,0.0,1353.6755,6300.1465,0.0,0.0,63000.0,41.94,-87.65,0.0
101,5406.992,0.0,10877.355,1251.5994,7860.925,0.0,2785.9595,2759.6233,0.0,0.0,63100.0,41.94,-87.65,0.0
102,2796.0608,0.0,8766.353,0.0,2717.5393,0.0,0.0,2801.8408,0.0,0.0,63200.0,41.94,-87.63,0.0
103,4534.242,0.0,10129.374,722.3221,6341.3516,0.0,1492.1946,2703.848,0.0,0.0,63301.0,41.93,-87.64,0.0
104,5725.447,0.0,11651.916,1478.6482,8454.963,0.0,3152.0085,2907.8752,0.0,0.0,63302.0,41.93,-87.64,0.0
105,5345.7417,0.0,11047.682,1140.0417,7733.398,0.0,2564.7356,2877.4329,0.0,0.0,63303.0,41.93,-87.63,0.0
106,8512.223,0.0,22777.113,0.0,10302.692,0.0,0.0,6634.537,0.0,0.0,63400.0,41.93,-87.65,0.0
107,7843.044,0.0,17323.162,1347.1394,10996.569,0.0,2798.8289,4572.3994,0.0,0.0,70101.0,41.93,-87.63,0.0
108,7087.5405,0.0,19017.748,0.0,8510.323,0.0,0.0,5557.8994,0.0,0.0,70102.0,41.93,-87.64,0.0
109,7693.6616,0.0,16251.375,1607.49,11038.255,0.0,3511.351,4220.916,0.0,0.0,70103.0,41.93,-87.64,0.0
110,17476.355,0.0,36894.367,3395.3406,24899.37,0.0,7612.9023,9706.167,0.0,0.0,70200.0,41.93,-87.65,0.0
111,11890.141,0.0,25863.945,2050.4294,16668.84,0.0,4397.3975,6823.926,0.0,0.0,70300.0,41.93,-87.65,0.0
112,5777.1924,0.0,13436.201,615.7576,7825.9834,0.0,1286.3445,3706.4573,0.0,0.0,70400.0,41.93,-87.66,0.0
113,18369.664,0.0,43501.69,1387.0281,24182.102,0.0,2869.5906,12090.278,0.0,0.0,70500.0,41.93,-87.66,0.0
114,2757.661,0.0,7627.3335,0.0,3366.2605,0.0,0.0,2212.9775,0.0,0.0,70600.0,41.93,-87.67,0.0
115,9160.349,0.0,20486.232,1391.9285,12684.79,0.0,2954.6643,5489.336,0.0,0.0,70700.0,41.93,-87.67,0.0
116,4151.5215,0.0,8408.292,1130.2996,6186.8506,0.0,2326.061,2055.2405,0.0,0.0,71000.0,41.92,-87.66,0.0
117,5512.8413,0.0,12429.144,772.4871,7582.5557,0.0,1639.8398,3352.7615,0.0,0.0,71100.0,41.92,-87.65,0.0
118,8349.279,0.0,17436.809,1776.1394,11958.412,0.0,3882.6428,4484.4307,0.0,0.0,71200.0,41.92,-87.65,0.0
119,5752.384,0.0,16148.68,0.0,6683.4165,0.0,0.0,4694.526,0.0,0.0,71300.0,41.92,-87.64,0.0
120,4162.251,0.0,10939.735,0.0,5131.1875,0.0,0.0,3186.4475,0.0,0.0,71400.0,41.92,-87.63,0.0
121,3143.5957,0.0,8384.629,0.0,3882.6243,0.0,0.0,2462.4556,0.0,0.0,71500.0,41.91,-87.63,0.0
122,3236.9631,0.0,8803.931,0.0,3930.131,0.0,0.0,2527.1907,0.0,0.0,71600.0,41.92,-87.64,0.0
123,3503.938,0.0,8471.809,308.71466,4726.9683,0.0,559.6787,2362.7405,0.0,0.0,71700.0,41.91,-87.64,0.0
124,4466.3765,0.0,9542.437,933.4671,6445.125,0.0,1955.5359,2472.572,0.0,0.0,71800.0,41.91,-87.65,0.0
125,10957.123,0.0,25807.014,1098.4236,14666.472,0.0,2238.8376,7107.09,0.0,0.0,80100.0,41.91,-87.63,0.0
126,6068.5293,0.0,14168.568,664.0999,8212.497,0.0,1401.7014,3910.7483,0.0,0.0,80201.0,41.91,-87.63,0.0
127,4206.8374,0.0,11938.524,0.0,4784.627,0.0,0.0,3611.803,0.0,0.0,80202.0,41.91,-87.63,0.0
128,6063.9106,0.0,16361.867,0.0,7350.37,0.0,0.0,4686.894,0.0,0.0,80300.0,41.91,-87.64,0.0
129,14406.665,0.0,28193.225,3302.6511,21300.963,0.0,8071.449,7568.9336,0.0,0.0,80400.0,41.91,-87.64,0.0
130,10270.008,0.0,17342.271,2480.6716,15892.323,0.0,7368.167,5218.908,0.0,0.0,81000.0,41.9,-87.63,0.0
131,18346.197,0.0,43371.867,1509.7605,24160.729,0.0,2926.4968,11919.433,0.0,0.0,81100.0,41.9,-87.63,0.0
132,23560.348,0.0,54479.797,2596.8757,31678.734,0.0,5393.2744,14865.696,0.0,0.0,81201.0,41.9,-87.63,0.0
133,5294.289,0.0,10377.271,1231.0178,7897.225,0.0,2978.2878,2795.592,0.0,0.0,81202.0,41.9,-87.62,0.0
134,5722.4893,0.0,11812.649,1185.8181,8238.151,0.0,2638.7383,3074.1863,0.0,0.0,81300.0,41.9,-87.62,0.0
135,12202.594,0.0,24154.426,2906.7722,18202.832,0.0,6954.65,6463.0996,0.0,0.0,81401.0,41.9,-87.62,0.0
136,24593.535,0.0,49816.61,5402.827,35818.15,0.0,12516.304,13133.759,0.0,0.0,81402.0,41.89,-87.61,0.0
137,10299.523,0.0,21218.547,2442.8806,15066.406,0.0,5300.81,5408.788,0.0,0.0,81403.0,41.89,-87.62,0.0
138,17334.883,0.0,37175.46,3293.2527,24590.14,0.0,7150.5947,9746.858,0.0,0.0,81500.0,41.89,-87.63,0.0
139,5961.066,0.0,14995.576,145.87236,7612.3115,0.0,114.900154,4250.0405,0.0,0.0,81600.0,41.89,-87.63,0.0
140,9890.716,0.0,25160.389,136.65703,12542.143,0.0,0.0,7177.38,0.0,0.0,81700.0,41.89,-87.63,0.0
141,7617.9043,0.0,17757.97,854.20685,10296.464,0.0,1715.4387,4851.576,0.0,0.0,81800.0,41.89,-87.64,0.0
142,9552.648,0.0,21256.074,1439.6345,13203.403,0.0,3086.7332,5690.7695,0.0,0.0,81900.0,41.9,-87.64,1.0
143,3886.294,0.0,9723.44,189.75322,5060.6606,0.0,185.32399,2708.5598,0.0,0.0,90100.0,42.02,-87.81,0.0
144,11571.091,0.0,21716.766,3695.7205,17681.139,0.0,8206.948,5192.6436,0.0,0.0,90200.0,42.01,-87.81,0.0
145,6887.7627,0.0,13728.559,1817.6257,10212.153,0.0,3998.2197,3430.0374,0.0,0.0,90300.0,42.0,-87.82,0.0
146,6906.9463,0.0,12657.321,2090.2825,10668.174,0.0,4952.4023,3230.0051,0.0,0.0,100100.0,41.99,-87.78,0.0
147,7753.694,0.0,18041.621,804.2664,10410.3545,0.0,1693.3176,4961.951,0.0,0.0,100200.0,42.0,-87.79,0.0
148,2663.914,0.0,8452.854,0.0,2813.112,0.0,0.0,2600.972,0.0,0.0,100300.0,41.99,-87.8,0.0
149,10744.93,0.0,22169.82,2404.9148,15575.444,0.0,5397.5444,5734.421,0.0,0.0,100400.0,41.99,-87.82,0.0
150,11611.846,0.0,25922.676,1806.53,16113.819,0.0,3787.4392,6915.9795,0.0,0.0,100500.0,41.98,-87.82,0.0
151,6981.6885,0.0,15716.626,605.31036,9116.11,0.0,1332.1755,4246.7812,0.0,0.0,100600.0,41.98,-87.8,0.0
152,3142.0283,0.0,7388.5557,282.53644,4228.003,0.0,598.2302,2063.551,0.0,0.0,100700.0,41.97,-87.8,0.0
153,8033.674,0.0,13942.05,1882.6335,12365.075,0.0,5562.453,4177.544,0.0,0.0,110100.0,41.99,-87.77,0.0
154,11637.463,0.0,26957.281,1285.4431,15658.614,0.0,2611.07,7341.3125,0.0,0.0,110200.0,41.98,-87.77,0.0
155,12270.452,0.0,23423.896,3865.28,18699.803,0.0,8462.52,5618.464,0.0,0.0,110300.0,41.98,-87.78,0.0
156,6792.9395,0.0,14607.969,1291.8997,9646.765,0.0,2767.4749,3823.7961,0.0,0.0,110400.0,41.97,-87.77,0.0
157,6941.1543,0.0,14123.897,1844.4548,10265.644,0.0,3908.4453,3499.7092,0.0,0.0,110501.0,41.98,-87.76,0.0
158,10613.547,0.0,21048.867,2974.7683,15868.883,0.0,6491.694,5201.754,0.0,0.0,110502.0,41.97,-87.76,0.0
159,4169.0693,0.0,10194.709,250.29863,5500.554,0.0,551.1255,2915.2844,0.0,0.0,120100.0,42.0,-87.78,0.0
160,8886.834,0.0,18992.764,1736.9519,12639.907,0.0,3758.7502,4958.4395,0.0,0.0,120200.0,41.99,-87.76,0.0
